Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
17351,1.18,Ideal,I,VS1,62.6,55.0,6.79,6.73,4.24,6661
21702,1.0,Premium,G,SI1,61.9,62.0,6.22,6.18,3.84,5154
25567,0.5,Good,E,VS2,63.3,64.0,4.98,5.0,3.16,1348
25170,0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,2.44,525
12763,0.5,Good,F,SI1,63.7,61.0,5.02,4.99,3.19,1125
4385,0.32,Ideal,F,IF,62.5,54.0,4.38,4.42,2.75,943
22047,1.26,Good,J,VS2,63.2,57.3,6.81,6.86,4.32,5211
2593,0.36,Ideal,E,SI1,62.4,55.0,4.55,4.52,2.83,810
18254,0.91,Very Good,D,SI2,61.5,56.0,6.22,6.27,3.84,4123
10154,1.56,Very Good,I,SI1,61.3,57.0,7.48,7.54,4.6,9494
7492,1.27,Good,I,VS2,63.3,63.0,6.82,6.87,4.33,5923
22601,0.63,Ideal,E,VS1,61.5,56.0,5.5,5.53,3.39,2503
24930,1.16,Ideal,I,VS2,60.1,62.0,6.83,6.78,4.09,5587
11167,0.38,Premium,G,VS1,61.0,58.0,4.71,4.67,2.86,1069
13567,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5861
6841,1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
15973,1.01,Good,E,SI1,60.9,64.0,6.29,6.22,3.81,4853
20448,0.51,Ideal,E,SI1,62.2,57.0,5.08,5.12,3.17,1438
22874,0.57,Ideal,G,I1,,57.0,5.46,5.42,3.24,1019
20520,1.3,Very Good,J,VS2,63.3,57.0,6.98,6.96,4.41,4106
18401,1.28,Premium,J,SI1,61.9,56.0,7.13,7.0,4.37,5290
24910,1.02,Very Good,D,SI2,61.5,56.0,6.47,6.51,3.99,4633
13367,0.28,Ideal,F,VVS2,61.1,57.0,4.22,4.26,2.59,642
18283,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,828
10537,0.46,Premium,E,VS1,61.9,58.0,4.91,4.94,3.05,1372
2729,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1235
22519,0.42,Ideal,G,VVS1,61.1,56.0,4.87,4.82,2.96,1235
25344,0.31,Premium,D,VS2,61.8,57.0,4.41,4.36,2.71,942
21968,0.4,Premium,G,VS1,60.3,59.0,4.76,4.8,2.88,877
18736,1.01,Good,I,SI2,64.1,58.0,6.31,6.26,4.03,3411
21087,1.08,Premium,G,VS2,62.4,57.0,6.56,6.49,4.07,6532
26326,0.58,Ideal,F,VVS2,61.8,56.0,5.37,5.41,3.33,2263
1323,1.12,Very Good,D,SI1,59.9,57.0,6.76,6.8,4.06,6132
1852,0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,723
1261,0.31,Very Good,E,SI2,61.2,61.0,4.36,4.37,2.67,435
7834,0.54,Ideal,D,SI1,62.1,56.0,5.25,5.21,3.25,1786
4038,0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,1257
22392,0.9,Very Good,H,VS2,61.6,63.0,6.14,6.1,3.77,3810
24988,0.72,Ideal,F,VS2,62.0,57.0,5.77,5.72,3.56,2607
22226,0.26,Ideal,H,VS1,62.1,55.0,4.07,4.11,2.54,482
9220,0.31,Premium,H,VS2,62.7,59.0,4.32,4.29,2.7,628
19702,1.5,Very Good,E,VS1,59.5,61.0,7.43,7.46,4.43,16988
12900,1.23,Very Good,F,VVS2,58.5,59.0,6.98,7.07,4.11,10650
15951,0.25,Very Good,F,VVS2,59.0,58.0,4.1,4.14,2.43,575
12139,0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58,2804
13168,0.31,Very Good,G,VVS2,62.7,55.0,4.32,4.35,2.72,627
17957,0.63,Very Good,D,SI1,63.1,58.0,5.49,5.44,3.45,2211
25960,2.0,Good,H,SI2,63.8,59.0,7.93,7.88,5.04,12554
14005,0.53,Good,E,SI2,63.0,60.0,5.11,5.14,3.23,1127
5118,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,6399
10418,1.51,Good,F,SI2,64.2,61.0,7.24,7.19,4.63,7695
23359,0.7,Fair,G,VS1,56.2,65.0,5.93,5.88,3.32,2384
18573,0.32,Premium,H,VS2,61.9,58.0,4.37,4.39,2.71,505
25610,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95,1024
15569,0.42,Very Good,F,VVS2,61.6,59.0,4.83,4.84,2.98,1131
12456,1.0,Very Good,G,SI1,61.0,56.7,6.44,6.47,3.94,5522
11151,0.41,Ideal,G,IF,62.1,57.0,4.77,4.76,2.96,1336
12111,2.04,Premium,I,VS2,62.5,58.0,8.22,8.09,5.1,17028
23915,0.7,Fair,G,I1,68.3,56.0,5.52,5.4,3.73,978
24546,0.41,Good,E,SI1,63.9,58.0,4.7,4.72,3.01,755
18166,0.32,Premium,G,VVS1,61.9,58.0,4.39,4.36,2.71,1080
21803,0.3,Ideal,F,SI1,61.2,55.0,4.35,4.37,2.67,609
7556,0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89,1073
7656,1.27,Ideal,H,SI1,60.6,57.0,7.07,7.0,4.26,6785
806,0.41,Ideal,E,VVS2,62.0,56.0,4.72,4.76,2.94,1187
7221,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5671
23527,0.29,Ideal,J,VS1,61.8,56.0,4.23,4.26,2.62,435
9038,0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829
17746,0.33,Very Good,G,VS2,60.8,62.0,4.42,4.46,2.7,579
18970,0.31,Premium,E,SI1,59.2,60.0,4.36,4.42,2.6,544
16966,1.71,Premium,E,SI1,62.2,58.0,7.67,7.61,4.75,14319
15128,0.27,Ideal,D,VVS1,62.2,56.0,4.15,4.12,2.57,799
10301,0.41,Very Good,G,VS2,62.7,60.0,4.71,4.75,2.96,835
5387,0.72,Ideal,I,VS1,62.5,55.0,5.74,5.78,3.6,2586
10639,0.5,Very Good,G,VVS2,60.0,56.0,5.18,5.21,3.12,2260
1162,0.24,Very Good,H,VVS2,61.5,56.0,3.99,4.01,2.46,449
24439,0.9,Premium,E,SI1,62.2,59.0,6.21,6.16,3.88,4259
19150,0.7,Premium,F,VVS2,58.7,60.0,5.8,5.75,3.39,3062
14925,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1637
10818,2.07,Premium,F,SI2,60.7,59.0,8.21,8.16,4.97,18611
19771,0.79,Very Good,F,SI1,58.5,61.0,6.03,6.08,3.54,3073
12630,0.7,Good,H,SI1,63.7,57.0,5.58,5.57,3.55,2394
26046,0.3,Premium,E,VS2,62.6,62.0,4.25,4.21,2.65,788
24399,0.55,Ideal,G,IF,61.1,57.0,5.26,5.31,3.23,2383
11095,2.03,Ideal,H,SI2,61.9,57.0,8.14,8.1,5.03,11379
5110,0.53,Premium,E,SI1,62.1,58.0,5.11,5.19,3.2,1395
12761,0.41,Ideal,F,VS1,61.7,56.0,4.76,4.79,2.94,1180
23006,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3162
24104,0.5,Premium,G,VS1,62.2,59.0,5.04,5.09,3.15,1624
8573,0.53,Very Good,G,VS1,60.2,55.0,5.25,5.28,3.17,1722
14709,0.73,Ideal,H,IF,62.3,55.0,5.77,5.79,3.6,3785
1373,0.43,Very Good,G,SI1,62.7,56.0,4.8,4.83,3.02,754
15868,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,1331
17562,1.05,Ideal,G,IF,62.5,56.0,6.48,6.52,4.06,8850
2307,1.41,Good,F,SI1,63.7,58.0,7.06,7.01,4.48,8212
1777,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,6288
11041,1.13,Premium,G,IF,61.2,59.0,6.78,6.71,4.13,9698
22767,1.15,Ideal,F,SI2,60.6,58.0,6.75,6.79,4.1,5635
11086,0.9,Premium,F,VS1,62.7,58.0,6.14,6.17,3.86,5088
5833,0.6,Good,J,VS1,58.9,60.5,5.5,5.57,3.26,1306
13963,0.29,Ideal,E,VVS1,62.7,55.0,4.22,4.2,2.64,858
5369,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,998
9497,0.3,Ideal,E,SI1,61.3,56.0,4.34,4.37,2.67,640
6739,1.28,Ideal,G,I1,61.6,57.0,6.96,6.93,4.28,4509
11327,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
15855,0.9,Very Good,F,VS2,62.7,58.0,6.12,6.19,3.86,5160
2648,0.28,Very Good,F,IF,62.2,55.0,4.23,4.26,2.64,612
14159,1.52,Ideal,G,SI1,60.3,57.0,7.58,7.48,4.54,11028
17860,1.75,Very Good,G,VS1,59.6,60.0,7.76,7.9,4.67,17036
20907,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,1050
3097,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,692
6506,0.51,Ideal,F,SI1,61.1,55.0,5.22,5.16,3.17,1593
12854,0.34,Ideal,G,IF,61.5,55.0,4.51,4.53,2.78,974
6588,1.34,Ideal,G,VVS1,62.2,56.0,7.11,7.04,4.4,11640
20157,2.0,Premium,H,SI2,61.4,59.0,8.07,8.0,4.93,11108
12871,0.7,Ideal,J,SI1,60.4,56.0,5.71,5.74,3.46,1926
6541,1.11,Ideal,E,SI2,62.8,55.0,6.62,6.6,4.15,5004
19023,1.0,Very Good,G,SI1,58.6,63.0,6.56,6.58,3.85,4218
24979,0.75,Ideal,J,VS2,61.5,54.0,5.87,5.9,3.62,2001
14316,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,13379
22339,0.4,Premium,F,VS2,60.7,60.0,4.8,4.75,2.9,1080
25446,0.41,Ideal,E,VS1,,56.0,4.79,4.77,2.94,1076
18517,0.91,Very Good,E,SI1,63.5,57.0,6.11,6.07,3.87,4138
8554,0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,2839
118,1.0,Premium,F,SI1,,59.0,6.4,6.36,4.0,5292
7621,0.7,Ideal,G,SI2,61.3,58.0,5.67,5.69,3.48,2234
5396,0.57,Very Good,E,VS1,59.1,57.0,5.43,5.5,3.23,2008
12550,0.3,Ideal,E,VS1,60.8,57.0,4.36,4.33,2.64,911
9854,1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56,14105
9407,1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,7084
16368,0.4,Good,E,VVS2,57.7,62.0,4.82,4.88,2.8,981
2096,0.3,Ideal,G,VS2,61.3,56.0,4.33,4.28,2.64,675
9024,0.42,Very Good,F,SI1,63.4,56.0,4.78,4.75,3.02,926
5781,0.7,Ideal,E,VVS2,62.6,54.0,5.65,5.7,3.55,3901
23185,0.5,Premium,D,VS2,59.7,57.0,5.13,5.08,3.05,1819
6188,0.33,Very Good,F,SI1,61.2,58.1,4.48,4.51,2.75,544
26531,0.41,Ideal,G,IF,61.7,56.0,4.77,4.8,2.95,1367
7152,1.0,Premium,E,VS2,60.4,57.0,6.49,6.46,3.91,6720
14991,0.52,Premium,G,VVS2,61.0,58.0,5.21,5.15,3.16,1835
26212,0.34,Very Good,H,VVS2,63.1,57.0,4.41,4.49,2.81,674
20634,1.16,Very Good,F,SI1,63.4,55.0,6.73,6.65,4.24,6301
24003,1.28,Very Good,I,SI2,62.6,58.0,6.87,6.89,4.32,5654
12075,1.02,Premium,G,SI2,61.8,58.0,6.47,6.4,3.98,3496
21037,1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24,4791
26922,0.93,Ideal,E,SI1,62.0,56.0,6.25,6.29,3.89,4179
12329,1.01,Very Good,F,VS2,62.7,56.0,6.37,6.43,4.01,6159
20215,1.18,Ideal,G,VS2,62.7,55.0,6.77,6.74,4.23,8564
22576,0.56,Very Good,D,SI1,63.0,58.0,5.21,5.24,3.29,1746
10738,0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,873
19398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,790
5696,0.23,Very Good,E,VVS1,58.8,61.0,3.98,4.01,2.35,485
20302,0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,450
3721,0.59,Premium,G,VS2,61.1,57.0,5.43,5.4,3.31,1789
18925,1.01,Very Good,H,SI1,63.3,57.0,6.41,6.36,4.04,4707
25823,1.25,Ideal,H,SI1,62.4,55.0,6.9,6.86,4.3,7573
8957,0.39,Ideal,I,VS2,62.9,57.0,4.68,4.64,2.93,834
18159,0.44,Ideal,E,VVS2,61.8,56.0,4.93,4.88,3.03,1334
4890,0.24,Very Good,D,VVS2,62.9,59.0,3.95,3.97,2.49,492
14118,1.15,Very Good,F,SI2,63.1,63.0,6.67,6.57,4.18,4915
26622,1.56,Ideal,E,SI2,61.2,56.0,7.53,7.49,4.59,8518
4018,1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
17,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,650
11713,0.4,Ideal,E,SI1,61.8,56.0,4.74,4.71,2.92,945
20145,0.93,Very Good,J,VS2,61.1,59.0,6.32,6.34,3.87,3180
21171,0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,1819
8043,0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77,4034
20638,1.0,Good,G,SI1,63.1,56.0,6.31,6.41,4.01,4218
11440,1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06,4524
14720,1.52,Premium,J,VS1,62.0,59.0,7.34,7.36,4.56,8110
22734,0.39,Ideal,I,VVS2,62.3,54.0,4.66,4.69,2.91,787
24150,0.54,Ideal,D,VS2,61.3,56.0,5.22,5.26,3.21,1892
3736,2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,7421
22359,0.31,Premium,I,VVS1,61.0,58.0,4.39,4.33,2.66,732
16778,1.0,Premium,D,SI2,62.4,58.0,6.36,6.33,3.96,4816
19400,1.31,Ideal,I,VS1,61.8,55.0,7.03,7.05,4.35,8611
6972,0.77,Ideal,H,VS2,61.3,56.0,5.91,5.94,3.63,3996
18612,0.91,Good,E,SI1,63.5,57.0,6.07,6.11,3.87,4211
25520,0.34,Good,F,SI2,63.5,56.0,4.44,4.48,2.83,447
14873,0.51,Premium,E,SI1,61.3,59.0,5.15,5.13,3.15,1624
2302,0.51,Ideal,G,VS1,61.6,56.0,5.18,5.15,3.18,1662
6717,1.56,Very Good,F,SI1,61.0,58.0,7.41,7.48,4.54,12207
19546,2.01,Premium,H,SI2,61.5,59.0,8.12,8.08,4.98,11635
20105,1.03,Premium,H,SI1,62.2,60.0,6.4,6.43,3.99,4843
7529,0.3,Very Good,G,VVS1,61.3,56.0,4.34,4.37,2.67,691
26306,0.42,Premium,F,VVS2,60.3,59.0,4.86,4.83,2.92,1221
18038,1.52,Premium,F,VS1,61.0,58.0,7.42,7.39,4.52,15522
10675,0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91,1076
17344,0.41,Ideal,D,VVS1,61.7,55.0,4.77,4.8,2.95,1376
2664,0.37,Ideal,G,SI1,61.4,56.0,4.63,4.65,2.85,586
12247,1.27,Good,F,I1,59.2,64.0,7.06,6.99,4.16,4324
10330,1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168
22735,1.24,Premium,I,VS2,60.1,59.0,7.02,6.95,4.2,5889
22262,1.21,Very Good,H,VS1,62.3,58.0,6.71,6.74,4.19,7246
13521,1.01,Very Good,E,SI2,62.2,58.0,6.36,6.43,3.98,4575
3328,1.83,Very Good,E,SI2,62.0,57.0,7.81,7.89,4.87,12379
26643,0.38,Ideal,E,VVS2,61.8,56.0,4.67,4.72,2.9,947
16825,0.3,Ideal,F,VS1,61.3,55.0,4.36,4.32,2.66,731
11704,0.46,Ideal,F,SI2,62.1,54.7,4.95,4.98,3.08,851
26245,1.55,Ideal,F,SI1,61.9,55.0,7.47,7.42,4.61,14220
15533,0.41,Ideal,G,VS1,60.8,57.0,4.8,4.84,2.93,899
23742,0.36,Good,H,VS2,63.5,54.0,4.55,4.59,2.9,568
19782,1.52,Ideal,I,SI2,62.5,58.0,7.29,7.33,4.57,7990
3091,1.51,Good,I,SI1,63.8,59.0,7.27,7.21,4.62,6266
17016,1.51,Very Good,G,VS1,63.1,60.0,7.3,7.24,4.59,13811
26113,0.28,Very Good,F,VVS2,61.8,60.0,4.16,4.19,2.58,596
7128,0.34,Ideal,H,VVS1,62.0,54.0,4.48,4.46,2.77,995
25389,0.41,Premium,G,VVS2,61.6,58.0,4.8,4.74,2.94,1076
20737,0.3,Fair,E,SI1,64.5,49.0,4.28,4.25,2.75,630
1621,0.3,Ideal,E,VS2,62.3,56.0,4.27,4.3,2.67,603
16926,0.72,Fair,D,SI1,65.6,60.0,5.62,5.54,3.66,2364
5726,1.0,Premium,D,VVS2,61.6,60.0,6.41,6.36,3.93,10046
21225,0.64,Ideal,H,VS2,62.3,54.0,5.52,5.55,3.44,1831
3472,0.91,Very Good,J,VS2,61.6,59.0,6.13,6.25,3.81,3290
1996,1.0,Premium,F,VVS2,61.9,61.0,6.45,6.32,3.95,7204
1330,1.83,Ideal,H,SI1,61.5,56.0,7.87,7.81,4.82,15032
15593,0.6,Ideal,G,VS2,62.1,57.0,5.43,5.36,3.35,1746
12021,1.73,Ideal,J,SI1,62.6,57.0,7.69,7.65,4.8,6927
21865,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7619
25647,0.37,Ideal,F,VVS1,59.2,57.0,4.71,4.75,2.8,1342
3921,0.31,Ideal,G,VS1,61.9,56.0,4.38,4.34,2.7,695
21695,1.01,Premium,G,SI1,60.8,60.0,6.47,6.39,3.91,5090
25351,0.41,Premium,E,SI1,61.0,59.0,4.78,4.82,2.93,755
14900,0.91,Good,D,SI1,64.6,58.0,6.02,6.12,3.92,4265
1970,0.34,Ideal,G,IF,61.4,56.0,4.5,4.53,2.77,974
13917,0.3,Ideal,E,VS2,60.2,57.0,4.36,4.38,2.63,658
13878,0.34,Ideal,E,SI1,61.7,56.0,4.49,4.52,2.78,596
17919,0.3,Very Good,D,VS1,62.1,58.0,4.25,4.29,2.65,742
26775,0.91,Very Good,G,SI1,63.4,59.0,6.2,6.14,3.91,3763
20901,0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
25577,0.43,Ideal,F,SI1,61.6,57.0,4.85,4.8,2.97,1016
10645,0.3,Ideal,F,VS1,61.2,57.0,4.32,4.34,2.65,621
706,0.31,Very Good,H,VS2,60.0,60.0,4.4,4.43,2.65,489
23320,1.84,Premium,H,SI2,61.0,58.0,7.97,7.87,4.81,7922
8349,0.7,Fair,H,VS2,67.8,56.0,5.42,5.38,3.66,2351
18583,0.78,Good,H,VS2,63.7,60.0,5.77,5.73,3.66,2440
18690,0.34,Ideal,D,IF,59.8,57.0,4.59,4.57,2.74,2346
14727,1.82,Very Good,J,VS1,62.2,56.0,7.83,7.96,4.91,10090
19847,0.3,Ideal,G,SI2,61.8,57.0,4.31,4.33,2.67,422
407,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399
21295,0.55,Premium,H,SI2,62.4,56.0,5.23,5.2,3.25,1246
21208,1.5,Very Good,H,SI2,63.1,57.0,7.16,7.27,4.55,7495
2344,0.35,Ideal,D,VS2,60.6,56.0,4.57,4.54,2.76,1063
24049,0.41,Ideal,J,VS2,62.2,54.0,4.76,4.79,2.97,613
8424,0.5,Premium,G,VVS1,61.0,60.0,5.12,5.08,3.11,2070
3106,0.71,Very Good,I,VVS1,63.0,58.0,5.68,5.72,3.59,2456
2595,0.5,Ideal,D,VS2,62.6,56.0,5.05,5.08,3.17,1752
8562,1.02,Ideal,H,SI2,61.6,56.0,6.47,6.51,4.0,3927
17808,0.63,Ideal,J,SI1,61.8,56.0,5.47,5.52,3.39,1565
3030,0.38,Premium,I,VS1,61.3,60.0,4.65,4.62,2.84,898
4966,0.9,Very Good,D,SI1,61.1,63.0,6.17,6.21,3.78,4068
16991,0.31,Premium,F,VS2,59.0,59.0,4.47,4.44,2.63,802
10542,0.36,Ideal,F,VVS2,62.4,55.0,4.54,4.57,2.84,896
21592,1.53,Very Good,H,SI1,61.0,61.0,7.4,7.45,4.53,10468
19083,1.01,Fair,G,SI2,65.1,58.0,6.29,6.21,4.07,3461
25293,0.54,Premium,D,SI1,60.0,58.0,5.3,5.26,3.17,1667
11742,1.27,Very Good,F,SI2,61.0,61.0,6.95,7.01,4.26,5330
6654,0.71,Good,D,VS2,62.3,61.0,5.7,5.73,3.56,2891
10096,0.4,Premium,D,VS1,62.1,58.0,4.7,4.73,2.93,1123
13427,0.31,Good,H,VS1,64.0,59.0,4.28,4.25,2.73,698
18184,1.29,Premium,J,VS2,60.5,58.0,7.07,6.99,4.25,5815
13300,0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2843
6634,0.51,Ideal,G,VS1,62.0,56.0,5.16,5.06,3.17,1781
15318,0.3,Premium,D,VVS2,60.7,59.0,4.33,4.34,2.63,741
18744,0.52,Ideal,E,VS2,60.4,57.0,5.22,5.17,3.14,1694
18510,2.08,Ideal,G,SI2,61.8,56.0,8.22,8.18,5.07,18124
17890,1.24,Premium,F,VS2,62.2,58.0,6.89,6.84,4.27,9411
20876,0.38,Premium,J,SI1,61.3,59.0,4.62,4.68,2.85,513
14351,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1612
20262,1.2,Good,I,SI1,63.9,56.0,6.62,6.69,4.25,5211
23153,1.06,Premium,D,VS2,62.3,59.0,6.52,6.48,4.05,7679
5874,0.24,Very Good,E,VVS1,63.4,57.0,3.91,3.95,2.49,478
26631,1.0,Very Good,D,SI2,59.5,62.0,6.49,6.52,3.87,4543
13182,1.7,Ideal,I,VS1,62.2,55.0,7.63,7.67,4.76,12622
6419,0.63,Ideal,E,VVS1,61.1,58.0,5.49,5.54,3.37,3181
2571,0.91,Very Good,E,VS2,62.8,59.0,6.15,6.17,3.87,4823
11427,0.7,Very Good,D,VS2,60.6,60.0,5.71,5.75,3.47,3668
17336,2.01,Premium,H,SI2,62.3,58.0,8.11,8.06,5.04,15917
20808,1.51,Good,I,VS1,65.8,57.0,7.09,7.17,4.69,8210
4903,1.51,Good,H,SI2,62.8,60.0,7.22,7.26,4.55,7929
17943,0.6,Premium,E,VS2,59.3,60.0,5.51,5.46,3.25,2124
847,1.14,Premium,G,VS2,61.9,58.0,6.72,6.68,4.15,6256
122,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,789
6184,0.31,Very Good,H,VS1,63.1,57.0,4.34,4.31,2.73,698
24122,0.24,Very Good,E,VVS2,64.4,53.0,3.92,3.94,2.53,485
19381,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03,2898
7992,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,16558
1518,2.28,Premium,I,SI1,61.6,58.0,8.43,8.46,5.2,17673
22081,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,13016
4595,0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,418
4314,0.43,Ideal,I,SI1,62.2,54.0,4.84,4.87,3.02,670
20819,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11,17045
13442,0.72,Ideal,E,VS2,60.8,57.0,5.79,5.82,3.53,3091
6830,1.22,Ideal,F,VS2,61.3,56.0,6.87,6.92,4.23,9203
15346,0.41,Ideal,F,VS2,61.4,55.0,4.78,4.83,2.95,863
15189,1.22,Ideal,H,SI1,62.2,56.0,6.84,6.89,4.27,6541
19660,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11605
14561,0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,781
7545,1.43,Ideal,H,VVS2,61.6,54.0,7.25,7.29,4.48,10129
189,0.42,Ideal,G,VVS2,60.6,56.0,4.86,4.88,2.95,933
26065,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,446
12601,0.75,Ideal,G,VS2,61.6,55.0,5.86,5.89,3.62,3073
6141,0.35,Premium,G,SI1,60.3,60.0,4.57,4.59,2.76,522
17313,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,703
13305,0.3,Good,G,VVS2,63.8,56.0,4.27,4.29,2.73,684
15854,0.32,Very Good,G,VS2,62.4,59.0,4.33,4.36,2.71,561
7362,2.19,Premium,H,SI2,61.7,58.0,8.38,8.28,5.14,17554
2995,0.3,Very Good,D,SI2,61.4,59.0,4.26,4.31,2.63,447
18026,1.51,Good,I,SI1,63.8,57.0,7.21,7.18,4.59,6046
9607,1.0,Very Good,E,VS2,62.8,57.0,6.34,6.37,3.99,6600
11563,0.56,Premium,F,VS2,,57.0,5.39,5.35,3.26,2318
10388,2.0,Very Good,E,SI2,60.5,60.0,8.03,8.08,4.87,16064
8767,1.0,Good,J,SI1,63.8,59.0,6.34,6.27,4.02,3780
13429,0.41,Ideal,D,VS1,62.4,56.0,4.75,4.8,2.98,1105
19890,1.23,Ideal,F,VS1,62.5,54.0,6.85,6.82,4.27,9836
12930,0.71,Ideal,I,VVS2,60.4,57.0,5.78,5.81,3.5,3007
13505,0.53,Ideal,E,VS2,61.4,56.0,5.21,5.24,3.21,1721
10273,0.4,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89,842
18866,0.79,Premium,E,SI2,61.0,58.0,5.96,5.9,3.62,2868
1611,0.38,Ideal,F,IF,62.2,54.0,4.68,4.71,2.92,1229
2710,0.34,Premium,E,VS1,59.9,58.0,4.54,4.58,2.73,805
1961,0.34,Premium,E,SI2,62.4,59.0,4.42,4.46,2.77,477
17863,2.21,Very Good,F,SI2,61.0,58.0,8.36,8.43,5.12,18483
6558,0.63,Premium,E,VS2,62.4,59.0,5.5,5.46,3.42,2344
7083,1.2,Premium,I,VVS2,63.0,60.0,6.71,6.63,4.2,5376
9061,0.71,Very Good,I,SI1,58.9,59.0,5.78,5.84,3.42,2141
7568,2.17,Premium,F,I1,60.7,59.0,8.43,8.35,5.09,9078
20011,0.7,Very Good,G,VVS1,63.1,56.0,5.64,5.67,3.57,3073
561,1.06,Premium,I,SI2,61.5,57.0,6.57,6.49,4.02,2968
3691,0.3,Premium,G,VVS2,61.2,58.0,4.32,4.34,2.65,684
25690,0.71,Premium,G,VS2,60.4,61.0,5.81,5.77,3.5,2515
15466,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,641
10280,0.32,Very Good,H,VS1,63.0,57.0,4.32,4.35,2.73,561
16413,0.51,Ideal,F,VVS2,62.4,57.0,5.08,5.12,3.18,2093
11351,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,6048
24357,0.59,Very Good,G,VS1,62.5,53.0,5.46,5.35,3.38,1942
4324,0.44,Ideal,E,VVS2,61.8,56.0,4.88,4.93,3.03,1274
9305,0.3,Very Good,I,VS1,60.8,59.0,4.3,4.32,2.62,473
17732,1.02,Premium,F,VVS2,61.5,60.0,6.5,6.45,3.98,8445
4015,0.9,Ideal,F,SI1,61.3,56.0,6.21,6.23,3.81,4724
12039,2.01,Good,G,SI1,63.1,59.0,7.98,8.03,5.05,18572
15013,0.71,Very Good,F,SI2,60.5,62.0,5.75,5.79,3.49,2138
6766,2.19,Premium,I,SI2,60.8,60.0,8.38,8.34,5.08,15169
6023,2.2,Ideal,J,VS2,61.6,57.0,8.34,8.39,5.15,15384
11084,0.48,Ideal,F,IF,62.0,54.0,5.0,5.05,3.11,2059
6209,0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
17641,1.57,Premium,G,VS2,62.7,60.0,7.46,7.38,4.65,11711
